instrument,trading_day,update_time_raw,turnover,volume,last_price,open_interest,upper_limit_price,lower_limit_price,local_timestamp_us,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,bid_volume_1,bid_volume_2,bid_volume_3,bid_volume_4,bid_volume_5,ask_volume_1,ask_volume_2,ask_volume_3,ask_volume_4,ask_volume_5,ms_of_day,product,contract_yyyymm,grid_phase_ms,session,is_preopen,is_in_continuous_session,is_out_of_session,exchange_ts,local_ts_utc,phase_residual_ms,is_observed_snapshot,bid_levels_present,ask_levels_present,one_sided_book,partial_depth_book,row_integrity_ok,source_file_integrity,session_boundary,interval_volume,interval_turnover,delta_open_interest,interval_vwap
IF2406,20240104,093145200,327841560.0,323,3386.6,62646,3728.0,3050.4,1704331905235223,3386.0,3385.6,3385.4,3385.2,3384.8,3387.0,3387.2,3387.4,3387.6,3388.2,1,1,1,2,1,1,1,3,1,1,34305200,IF,202406,200,AM,False,True,False,2024-01-04 09:31:45.200,2024-01-04 01:31:45.235223+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093145700,1890698700.0,1866,3379.4,98080,3719.6,3043.6,1704331905737499,3379.2,3379.0,3378.8,3378.4,3378.2,3379.4,3379.8,3380.0,3380.2,3380.4,7,6,3,3,6,4,5,7,1,4,34305700,IF,202401,200,AM,False,True,False,2024-01-04 09:31:45.700,2024-01-04 01:31:45.737499+00:00,0,True,5,5,False,False,True,PASS,False,5.0,5068980.0,-1.0,3379.32
IF2403,20240104,093145700,589916460.0,580,3393.0,100896,3734.4,3055.6,1704331905737507,3392.2,3392.0,3391.8,3391.4,3391.2,3392.8,3393.0,3393.2,3393.8,3394.0,2,5,1,1,1,1,1,3,1,3,34305700,IF,202403,200,AM,False,True,False,2024-01-04 09:31:45.700,2024-01-04 01:31:45.737507+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2406,20240104,093145700,327841560.0,323,3386.6,62646,3728.0,3050.4,1704331905737515,3386.0,3385.6,3385.4,3385.2,3384.8,3387.0,3387.2,3387.4,3387.6,3387.8,1,1,1,2,1,1,2,3,1,2,34305700,IF,202406,200,AM,False,True,False,2024-01-04 09:31:45.700,2024-01-04 01:31:45.737515+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093146200,1904891640.0,1880,3379.8,98068,3719.6,3043.6,1704331906238886,3379.4,3379.2,3379.0,3378.8,3378.4,3379.8,3380.0,3380.2,3380.4,3380.6,1,2,5,3,3,4,8,1,5,3,34306200,IF,202401,200,AM,False,True,False,2024-01-04 09:31:46.200,2024-01-04 01:31:46.238886+00:00,0,True,5,5,False,False,True,PASS,False,14.0,14192940.0,-12.0,3379.2714285714287
IF2403,20240104,093146200,589916460.0,580,3393.0,100896,3734.4,3055.6,1704331906238894,3392.0,3391.8,3391.4,3391.2,3391.0,3392.8,3393.0,3393.2,3393.8,3394.0,5,1,1,1,1,2,1,3,1,3,34306200,IF,202403,200,AM,False,True,False,2024-01-04 09:31:46.200,2024-01-04 01:31:46.238894+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093146700,1909960920.0,1885,3379.6,98065,3719.6,3043.6,1704331906738445,3379.2,3379.0,3378.8,3378.4,3378.2,3379.8,3380.0,3380.2,3380.4,3380.6,2,5,3,3,6,4,8,1,5,3,34306700,IF,202401,200,AM,False,True,False,2024-01-04 09:31:46.700,2024-01-04 01:31:46.738445+00:00,0,True,5,5,False,False,True,PASS,False,5.0,5069280.0,-3.0,3379.52
IF2403,20240104,093146700,589916460.0,580,3393.0,100896,3734.4,3055.6,1704331906738453,3392.2,3392.0,3391.8,3391.4,3391.2,3392.8,3393.0,3393.2,3393.8,3394.0,2,5,1,1,1,2,1,3,1,3,34306700,IF,202403,200,AM,False,True,False,2024-01-04 09:31:46.700,2024-01-04 01:31:46.738453+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2406,20240104,093146700,327841560.0,323,3386.6,62646,3728.0,3050.4,1704331906738461,3386.0,3385.6,3385.4,3385.2,3384.8,3386.8,3387.0,3387.2,3387.4,3387.6,1,1,1,2,1,1,1,1,3,1,34306700,IF,202406,200,AM,False,True,False,2024-01-04 09:31:46.700,2024-01-04 01:31:46.738461+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093147200,1910974680.0,1886,3379.2,98065,3719.6,3043.6,1704331907234981,3379.4,3379.2,3379.0,3378.8,3378.4,3379.8,3380.0,3380.2,3380.4,3380.6,1,1,5,3,3,1,8,1,5,3,34307200,IF,202401,200,AM,False,True,False,2024-01-04 09:31:47.200,2024-01-04 01:31:47.234981+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1013760.0,0.0,3379.2
IF2402,20240104,093147200,90359880.0,89,3386.4,6498,3727.0,3049.4,1704331907234989,3385.2,3384.8,3384.4,3383.2,3383.0,3386.6,3386.8,3387.0,3387.8,3388.0,2,2,2,3,1,1,3,2,1,3,34307200,IF,202402,200,AM,False,True,False,2024-01-04 09:31:47.200,2024-01-04 01:31:47.234989+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093147200,590934300.0,581,3392.8,100895,3734.4,3055.6,1704331907234996,3392.2,3392.0,3391.8,3391.4,3391.2,3393.0,3393.2,3393.8,3394.0,3394.2,2,5,1,1,1,1,3,1,3,4,34307200,IF,202403,200,AM,False,True,False,2024-01-04 09:31:47.200,2024-01-04 01:31:47.234996+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1017840.0,-1.0,3392.8
IF2406,20240104,093147200,327841560.0,323,3386.6,62646,3728.0,3050.4,1704331907235004,3386.6,3386.0,3385.6,3385.4,3385.2,3386.8,3387.0,3387.4,3387.8,3388.2,1,1,1,1,2,1,1,3,2,1,34307200,IF,202406,200,AM,False,True,False,2024-01-04 09:31:47.200,2024-01-04 01:31:47.235004+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093147700,1915029900.0,1890,3379.0,98061,3719.6,3043.6,1704331907734597,3379.0,3378.8,3378.4,3378.2,3378.0,3379.8,3380.0,3380.2,3380.4,3380.6,4,3,3,6,4,1,8,1,5,3,34307700,IF,202401,200,AM,False,True,False,2024-01-04 09:31:47.700,2024-01-04 01:31:47.734597+00:00,0,True,5,5,False,False,True,PASS,False,4.0,4055220.0,-4.0,3379.35
IF2403,20240104,093147700,590934300.0,581,3392.8,100895,3734.4,3055.6,1704331907734605,3392.2,3392.0,3391.8,3391.4,3391.2,3392.4,3393.0,3393.2,3393.8,3394.0,2,5,1,1,1,1,1,3,1,3,34307700,IF,202403,200,AM,False,True,False,2024-01-04 09:31:47.700,2024-01-04 01:31:47.734605+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093148200,1915029900.0,1890,3379.0,98061,3719.6,3043.6,1704331908237339,3379.2,3379.0,3378.8,3378.4,3378.2,3379.8,3380.0,3380.2,3380.4,3380.6,4,4,3,3,6,1,8,1,5,3,34308200,IF,202401,200,AM,False,True,False,2024-01-04 09:31:48.200,2024-01-04 01:31:48.237339+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2402,20240104,093148200,90359880.0,89,3386.4,6498,3727.0,3049.4,1704331908237347,3385.2,3384.8,3384.4,3383.2,3383.0,3386.4,3386.6,3386.8,3387.0,3387.8,1,2,2,3,1,2,1,3,2,1,34308200,IF,202402,200,AM,False,True,False,2024-01-04 09:31:48.200,2024-01-04 01:31:48.237347+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093148200,591952020.0,582,3392.4,100894,3734.4,3055.6,1704331908237355,3392.6,3392.4,3392.0,3391.8,3391.4,3393.0,3393.2,3393.8,3394.0,3394.2,1,2,5,1,1,1,3,1,3,4,34308200,IF,202403,200,AM,False,True,False,2024-01-04 09:31:48.200,2024-01-04 01:31:48.237355+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1017720.0,-1.0,3392.4
IF2406,20240104,093148200,328857540.0,324,3386.6,62647,3728.0,3050.4,1704331908237363,3386.0,3385.6,3385.4,3385.2,3384.8,3386.8,3387.0,3387.4,3387.8,3388.2,1,1,1,2,1,1,1,3,2,1,34308200,IF,202406,200,AM,False,True,False,2024-01-04 09:31:48.200,2024-01-04 01:31:48.237363+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1015980.0,1.0,3386.6
IF2401,20240104,093148700,1915029900.0,1890,3379.0,98061,3719.6,3043.6,1704331908737837,3379.2,3379.0,3378.8,3378.4,3378.2,3379.6,3379.8,3380.0,3380.2,3380.4,2,4,3,3,6,4,2,8,1,5,34308700,IF,202401,200,AM,False,True,False,2024-01-04 09:31:48.700,2024-01-04 01:31:48.737837+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093148700,592969800.0,583,3392.6,100893,3734.4,3055.6,1704331908737845,3392.4,3392.0,3391.8,3391.4,3391.2,3392.8,3393.0,3393.2,3393.8,3394.0,2,5,1,1,1,2,1,3,1,3,34308700,IF,202403,200,AM,False,True,False,2024-01-04 09:31:48.700,2024-01-04 01:31:48.737845+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1017780.0,-1.0,3392.6
IF2406,20240104,093148700,328857540.0,324,3386.6,62647,3728.0,3050.4,1704331908737853,3386.0,3385.6,3385.4,3385.2,3384.8,3386.8,3387.0,3387.4,3387.8,3388.2,1,1,1,2,1,1,2,3,2,1,34308700,IF,202406,200,AM,False,True,False,2024-01-04 09:31:48.700,2024-01-04 01:31:48.737853+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093149200,1915029900.0,1890,3379.0,98061,3719.6,3043.6,1704331909237875,3379.0,3378.8,3378.4,3378.2,3378.0,3379.6,3379.8,3380.0,3380.4,3380.6,4,3,3,6,4,5,2,8,5,3,34309200,IF,202401,200,AM,False,True,False,2024-01-04 09:31:49.200,2024-01-04 01:31:49.237875+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093149200,592969800.0,583,3392.6,100893,3734.4,3055.6,1704331909237883,3392.4,3392.0,3391.8,3391.4,3391.2,3392.8,3393.0,3393.2,3393.8,3394.0,1,5,1,1,1,4,1,3,1,2,34309200,IF,202403,200,AM,False,True,False,2024-01-04 09:31:49.200,2024-01-04 01:31:49.237883+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2406,20240104,093149200,328857540.0,324,3386.6,62647,3728.0,3050.4,1704331909237891,3385.6,3385.4,3385.2,3384.8,3384.4,3386.0,3386.6,3387.0,3387.4,3387.8,1,1,2,1,1,1,1,2,3,2,34309200,IF,202406,200,AM,False,True,False,2024-01-04 09:31:49.200,2024-01-04 01:31:49.237891+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093149700,1916043600.0,1891,3379.0,98060,3719.6,3043.6,1704331909736059,3379.0,3378.8,3378.4,3378.2,3378.0,3379.2,3379.6,3379.8,3380.0,3380.4,3,3,3,6,4,1,10,2,8,5,34309700,IF,202401,200,AM,False,True,False,2024-01-04 09:31:49.700,2024-01-04 01:31:49.736059+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1013700.0,-1.0,3379.0
IF2403,20240104,093149700,593987520.0,584,3392.4,100893,3734.4,3055.6,1704331909736114,3392.0,3391.8,3391.4,3391.2,3391.0,3392.8,3393.0,3393.2,3393.8,3394.0,5,1,1,1,1,5,2,3,1,2,34309700,IF,202403,200,AM,False,True,False,2024-01-04 09:31:49.700,2024-01-04 01:31:49.736114+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1017720.0,0.0,3392.4
IF2406,20240104,093149700,329873340.0,325,3386.0,62646,3728.0,3050.4,1704331909736171,3385.6,3385.4,3385.2,3384.8,3384.4,3386.6,3387.0,3387.2,3387.4,3387.8,1,1,2,1,1,1,2,1,3,2,34309700,IF,202406,200,AM,False,True,False,2024-01-04 09:31:49.700,2024-01-04 01:31:49.736171+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1015800.0,-1.0,3386.0
IF2401,20240104,093150200,1927194180.0,1902,3378.8,98053,3719.6,3043.6,1704331910238962,3378.4,3378.2,3378.0,3377.8,3377.6,3379.0,3379.2,3379.6,3379.8,3380.0,3,6,4,2,1,1,4,10,2,8,34310200,IF,202401,200,AM,False,True,False,2024-01-04 09:31:50.200,2024-01-04 01:31:50.238962+00:00,0,True,5,5,False,False,True,PASS,False,11.0,11150580.0,-7.0,3378.9636363636364
IF2402,20240104,093150200,91375440.0,90,3385.2,6498,3727.0,3049.4,1704331910238970,3384.4,3383.2,3383.0,3382.2,3380.6,3386.4,3386.6,3386.8,3387.0,3387.8,1,3,1,1,1,2,1,3,2,1,34310200,IF,202402,200,AM,False,True,False,2024-01-04 09:31:50.200,2024-01-04 01:31:50.238970+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1015560.0,0.0,3385.2
IF2403,20240104,093150200,600093360.0,590,3392.8,100892,3734.4,3055.6,1704331910238978,3391.8,3391.4,3391.2,3391.0,3390.8,3392.8,3393.0,3393.2,3393.8,3394.0,1,1,1,1,1,4,2,3,1,2,34310200,IF,202403,200,AM,False,True,False,2024-01-04 09:31:50.200,2024-01-04 01:31:50.238978+00:00,0,True,5,5,False,False,True,PASS,False,6.0,6105840.0,-1.0,3392.133333333333
IF2406,20240104,093150200,329873340.0,325,3386.0,62646,3728.0,3050.4,1704331910238986,3385.4,3385.2,3384.8,3384.4,3383.6,3386.6,3387.0,3387.2,3387.4,3388.2,1,2,1,1,1,1,2,3,3,1,34310200,IF,202406,200,AM,False,True,False,2024-01-04 09:31:50.200,2024-01-04 01:31:50.238986+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093150700,1930235100.0,1905,3379.2,98050,3719.6,3043.6,1704331910737964,3378.2,3378.0,3377.8,3377.6,3377.4,3378.6,3379.0,3379.2,3379.6,3379.8,4,4,2,1,3,1,1,3,10,2,34310700,IF,202401,200,AM,False,True,False,2024-01-04 09:31:50.700,2024-01-04 01:31:50.737964+00:00,0,True,5,5,False,False,True,PASS,False,3.0,3040920.0,-3.0,3378.8
IF2402,20240104,093150700,91375440.0,90,3385.2,6498,3727.0,3049.4,1704331910737973,3384.4,3383.2,3383.0,3382.2,3380.6,3386.0,3386.2,3386.4,3386.6,3386.8,1,3,3,1,1,1,3,2,1,1,34310700,IF,202402,200,AM,False,True,False,2024-01-04 09:31:50.700,2024-01-04 01:31:50.737973+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093150700,600093360.0,590,3392.8,100892,3734.4,3055.6,1704331910737982,3391.8,3391.4,3391.0,3390.8,3389.2,3392.6,3392.8,3393.0,3393.2,3393.8,1,1,1,1,1,6,4,2,3,1,34310700,IF,202403,200,AM,False,True,False,2024-01-04 09:31:50.700,2024-01-04 01:31:50.737982+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2406,20240104,093150700,329873340.0,325,3386.0,62646,3728.0,3050.4,1704331910737990,3385.2,3384.8,3384.4,3383.6,3382.8,3386.2,3386.4,3386.6,3387.0,3387.2,2,1,1,1,4,1,5,1,2,4,34310700,IF,202406,200,AM,False,True,False,2024-01-04 09:31:50.700,2024-01-04 01:31:50.737990+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093151200,1931248680.0,1906,3378.6,98049,3719.6,3043.6,1704331911239525,3378.4,3378.2,3378.0,3377.8,3377.6,3378.8,3379.0,3379.2,3379.6,3379.8,1,4,4,2,1,1,1,3,12,2,34311200,IF,202401,200,AM,False,True,False,2024-01-04 09:31:51.200,2024-01-04 01:31:51.239525+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1013580.0,-1.0,3378.6
IF2402,20240104,093151200,91375440.0,90,3385.2,6498,3727.0,3049.4,1704331911239533,3384.4,3383.2,3383.0,3382.2,3380.6,3385.2,3385.8,3386.0,3386.2,3386.4,1,3,3,1,1,1,4,1,3,2,34311200,IF,202402,200,AM,False,True,False,2024-01-04 09:31:51.200,2024-01-04 01:31:51.239533+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093151200,601110900.0,591,3391.8,100892,3734.4,3055.6,1704331911239541,3391.4,3391.0,3390.8,3389.2,3389.0,3392.6,3392.8,3393.0,3393.2,3393.8,1,1,1,1,3,9,4,2,3,1,34311200,IF,202403,200,AM,False,True,False,2024-01-04 09:31:51.200,2024-01-04 01:31:51.239541+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1017540.0,0.0,3391.8
IF2406,20240104,093151200,329873340.0,325,3386.0,62646,3728.0,3050.4,1704331911239549,3385.0,3384.4,3383.6,3382.8,3381.2,3386.0,3386.2,3386.4,3386.6,3387.0,2,1,1,4,1,4,1,6,1,2,34311200,IF,202406,200,AM,False,True,False,2024-01-04 09:31:51.200,2024-01-04 01:31:51.239549+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093151700,1936316040.0,1911,3378.2,98044,3719.6,3043.6,1704331911738711,3378.0,3377.8,3377.6,3377.4,3377.2,3378.4,3378.6,3378.8,3379.0,3379.2,3,2,1,1,1,5,2,4,1,3,34311700,IF,202401,200,AM,False,True,False,2024-01-04 09:31:51.700,2024-01-04 01:31:51.738711+00:00,0,True,5,5,False,False,True,PASS,False,5.0,5067360.0,-5.0,3378.24
IF2402,20240104,093151700,92390760.0,91,3384.4,6497,3727.0,3049.4,1704331911738719,3383.2,3383.0,3382.2,3380.6,3380.4,3385.0,3385.2,3385.8,3386.0,3386.2,3,3,1,1,1,2,1,4,1,2,34311700,IF,202402,200,AM,False,True,False,2024-01-04 09:31:51.700,2024-01-04 01:31:51.738719+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1015320.0,-1.0,3384.4
IF2403,20240104,093151700,602128320.0,592,3391.4,100892,3734.4,3055.6,1704331911738727,3391.0,3389.8,3389.2,3389.0,3388.8,3392.4,3392.6,3392.8,3393.0,3393.2,1,1,1,3,1,2,5,4,2,3,34311700,IF,202403,200,AM,False,True,False,2024-01-04 09:31:51.700,2024-01-04 01:31:51.738727+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1017420.0,0.0,3391.4
IF2406,20240104,093151700,329873340.0,325,3386.0,62646,3728.0,3050.4,1704331911738735,3383.6,3382.8,3381.2,3380.6,3380.4,3385.6,3386.0,3386.2,3386.4,3386.6,1,4,1,1,1,2,5,1,6,1,34311700,IF,202406,200,AM,False,True,False,2024-01-04 09:31:51.700,2024-01-04 01:31:51.738735+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093152200,1943409840.0,1918,3378.2,98039,3719.6,3043.6,1704331912239268,3377.6,3377.4,3377.2,3377.0,3376.8,3378.0,3378.2,3378.4,3378.8,3379.0,1,1,1,4,1,1,2,3,4,1,34312200,IF,202401,200,AM,False,True,False,2024-01-04 09:31:52.200,2024-01-04 01:31:52.239268+00:00,0,True,5,5,False,False,True,PASS,False,7.0,7093800.0,-5.0,3378.0
IF2402,20240104,093152200,92390760.0,91,3384.4,6497,3727.0,3049.4,1704331912239276,3383.6,3383.4,3383.2,3383.0,3382.2,3384.8,3385.2,3385.8,3386.0,3386.2,3,2,5,3,1,1,1,3,1,2,34312200,IF,202402,200,AM,False,True,False,2024-01-04 09:31:52.200,2024-01-04 01:31:52.239276+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093152200,603145740.0,593,3391.4,100891,3734.4,3055.6,1704331912239284,3391.0,3389.8,3389.2,3389.0,3388.8,3391.2,3392.0,3392.2,3392.4,3392.6,1,1,1,3,1,1,2,4,7,4,34312200,IF,202403,200,AM,False,True,False,2024-01-04 09:31:52.200,2024-01-04 01:31:52.239284+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1017420.0,-1.0,3391.4
IF2406,20240104,093152200,329873340.0,325,3386.0,62646,3728.0,3050.4,1704331912239292,3384.0,3383.8,3383.6,3382.8,3381.2,3385.4,3385.6,3385.8,3386.0,3386.2,2,6,1,4,1,1,2,1,5,1,34312200,IF,202406,200,AM,False,True,False,2024-01-04 09:31:52.200,2024-01-04 01:31:52.239292+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093152700,1946450220.0,1921,3378.2,98036,3719.6,3043.6,1704331912739125,3378.0,3377.6,3377.4,3377.2,3377.0,3378.4,3378.8,3379.0,3379.2,3379.6,1,1,1,1,4,2,1,1,3,12,34312700,IF,202401,200,AM,False,True,False,2024-01-04 09:31:52.700,2024-01-04 01:31:52.739125+00:00,0,True,5,5,False,False,True,PASS,False,3.0,3040380.0,-3.0,3378.2
IF2402,20240104,093152700,92390760.0,91,3384.4,6497,3727.0,3049.4,1704331912739134,3383.6,3383.4,3383.2,3383.0,3382.2,3384.8,3385.2,3385.8,3386.0,3386.2,2,1,5,3,1,1,1,3,1,2,34312700,IF,202402,200,AM,False,True,False,2024-01-04 09:31:52.700,2024-01-04 01:31:52.739134+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093152700,604163100.0,594,3391.2,100890,3734.4,3055.6,1704331912739142,3391.0,3389.8,3389.2,3389.0,3388.8,3391.8,3392.0,3392.2,3392.4,3392.6,1,1,1,3,1,1,2,5,6,4,34312700,IF,202403,200,AM,False,True,False,2024-01-04 09:31:52.700,2024-01-04 01:31:52.739142+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1017360.0,-1.0,3391.2
IF2406,20240104,093152700,329873340.0,325,3386.0,62646,3728.0,3050.4,1704331912739149,3384.0,3383.8,3383.6,3382.8,3381.2,3385.4,3386.0,3386.2,3386.4,3387.0,2,6,1,4,1,2,5,1,6,2,34312700,IF,202406,200,AM,False,True,False,2024-01-04 09:31:52.700,2024-01-04 01:31:52.739149+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093153200,1948477260.0,1923,3378.4,98034,3719.6,3043.6,1704331913237737,3378.0,3377.6,3377.4,3377.2,3377.0,3378.6,3378.8,3379.0,3379.2,3379.6,1,1,1,1,4,1,1,1,3,12,34313200,IF,202401,200,AM,False,True,False,2024-01-04 09:31:53.200,2024-01-04 01:31:53.237737+00:00,0,True,5,5,False,False,True,PASS,False,2.0,2027040.0,-2.0,3378.4
IF2403,20240104,093153200,607215120.0,597,3391.0,100887,3734.4,3055.6,1704331913237745,3391.2,3389.8,3389.2,3389.0,3388.8,3391.4,3391.8,3392.2,3392.4,3392.6,2,1,1,3,1,1,1,4,4,4,34313200,IF,202403,200,AM,False,True,False,2024-01-04 09:31:53.200,2024-01-04 01:31:53.237745+00:00,0,True,5,5,False,False,True,PASS,False,3.0,3052020.0,-3.0,3391.133333333333
IF2406,20240104,093153200,330888540.0,326,3384.0,62645,3728.0,3050.4,1704331913240842,3384.0,3383.8,3383.6,3382.8,3381.2,3385.4,3386.0,3386.2,3386.4,3387.0,1,6,1,4,1,2,5,1,6,2,34313200,IF,202406,200,AM,False,True,False,2024-01-04 09:31:53.200,2024-01-04 01:31:53.240842+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1015200.0,-1.0,3384.0
IF2401,20240104,093153700,1952531460.0,1927,3378.2,98033,3719.6,3043.6,1704331913738978,3377.6,3377.4,3377.2,3377.0,3376.8,3378.4,3378.6,3379.2,3379.6,3379.8,2,1,1,4,1,1,1,3,12,3,34313700,IF,202401,200,AM,False,True,False,2024-01-04 09:31:53.700,2024-01-04 01:31:53.738978+00:00,0,True,5,5,False,False,True,PASS,False,4.0,4054200.0,-1.0,3378.5
IF2402,20240104,093153700,92390760.0,91,3384.4,6497,3727.0,3049.4,1704331913738987,3383.8,3383.6,3383.4,3383.2,3383.0,3385.8,3386.0,3386.2,3386.4,3386.6,1,2,1,5,3,3,1,2,2,1,34313700,IF,202402,200,AM,False,True,False,2024-01-04 09:31:53.700,2024-01-04 01:31:53.738987+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093153700,608232540.0,598,3391.4,100886,3734.4,3055.6,1704331913738994,3391.2,3390.8,3389.8,3389.2,3389.0,3391.8,3392.2,3392.4,3392.6,3392.8,2,1,1,1,3,1,2,3,4,4,34313700,IF,202403,200,AM,False,True,False,2024-01-04 09:31:53.700,2024-01-04 01:31:53.738994+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1017420.0,-1.0,3391.4
IF2406,20240104,093153700,330888540.0,326,3384.0,62645,3728.0,3050.4,1704331913739002,3384.2,3384.0,3383.8,3383.6,3382.8,3385.4,3386.0,3386.2,3386.4,3387.0,2,1,5,1,4,2,4,1,6,2,34313700,IF,202406,200,AM,False,True,False,2024-01-04 09:31:53.700,2024-01-04 01:31:53.739002+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093154200,1954558560.0,1929,3378.6,98032,3719.6,3043.6,1704331914238825,3377.8,3377.6,3377.4,3377.2,3377.0,3379.2,3379.6,3379.8,3380.0,3380.4,8,4,1,1,4,3,12,3,6,5,34314200,IF,202401,200,AM,False,True,False,2024-01-04 09:31:54.200,2024-01-04 01:31:54.238825+00:00,0,True,5,5,False,False,True,PASS,False,2.0,2027100.0,-1.0,3378.5
IF2402,20240104,093154200,92390760.0,91,3384.4,6497,3727.0,3049.4,1704331914238834,3383.8,3383.6,3383.4,3383.2,3383.0,3385.4,3385.6,3385.8,3386.0,3386.2,1,2,1,5,3,1,3,3,1,1,34314200,IF,202402,200,AM,False,True,False,2024-01-04 09:31:54.200,2024-01-04 01:31:54.238834+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093154700,1958612640.0,1933,3378.2,98029,3719.6,3043.6,1704331914737612,3378.6,3378.2,3378.0,3377.8,3377.6,3378.8,3379.0,3379.2,3379.6,3379.8,9,1,20,6,4,1,2,7,12,3,34314700,IF,202401,200,AM,False,True,False,2024-01-04 09:31:54.700,2024-01-04 01:31:54.737612+00:00,0,True,5,5,False,False,True,PASS,False,4.0,4054080.0,-3.0,3378.4
IF2402,20240104,093154700,92390760.0,91,3384.4,6497,3727.0,3049.4,1704331914737621,3384.0,3383.8,3383.6,3383.4,3383.2,3385.4,3385.6,3385.8,3386.0,3386.4,2,1,2,1,5,1,2,3,1,2,34314700,IF,202402,200,AM,False,True,False,2024-01-04 09:31:54.700,2024-01-04 01:31:54.737621+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093154700,608232540.0,598,3391.4,100886,3734.4,3055.6,1704331914737629,3391.2,3390.8,3389.8,3389.2,3389.0,3391.8,3392.2,3392.4,3392.6,3392.8,4,1,1,1,3,1,2,2,4,4,34314700,IF,202403,200,AM,False,True,False,2024-01-04 09:31:54.700,2024-01-04 01:31:54.737629+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2406,20240104,093154700,330888540.0,326,3384.0,62645,3728.0,3050.4,1704331914737636,3384.6,3384.2,3384.0,3383.8,3383.6,3385.4,3386.0,3386.2,3386.4,3387.0,2,2,1,5,1,1,3,2,6,2,34314700,IF,202406,200,AM,False,True,False,2024-01-04 09:31:54.700,2024-01-04 01:31:54.737636+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
